"AphiaID","scientificName","scientificNameWWF","vernacularName","scientificNameID","match_type","acceptedNameUsageID","rank","listedIn","annex","note","status","id","url","authority","unacceptreason","taxonRankID","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","gbif_speciesKey","gbif_scientificName","gbif_matchType","taxonID","sdm_result"
254987,"Phocoenoides dalli",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",254986,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254987","(True, 1885)",NA,220,254987,"Phocoenoides dalli","(True, 1885)",254986,"Animalia","Chordata","Mammalia","Cetartiodactyla","Phocoenidae","Phocoenoides","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Phocoenoides dalli (True, 1885). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254987 on 2024-04-02","urn:lsid:marinespecies.org:taxname:254987",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440684,"Phocoenoides dalli (True, 1885)","EXACT",254987,"available"
137119,"Physeter macrocephalus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137032,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119","Linnaeus, 1758",NA,220,137119,"Physeter macrocephalus","Linnaeus, 1758",137032,"Animalia","Chordata","Mammalia","Cetartiodactyla","Physeteridae","Physeter","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Physeter macrocephalus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137119",1,NA,NA,0,NA,"2009-01-06T23:07:05.240Z",8123917,"Physeter macrocephalus Linnaeus, 1758","EXACT",137119,"unavailable"
254964,"Pontoporia blainvillei",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",254963,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254964","(Gervais & d'Orbigny, 1844)",NA,220,254964,"Pontoporia blainvillei","(Gervais & d'Orbigny, 1844)",254963,"Animalia","Chordata","Mammalia","Cetartiodactyla","Pontoporiidae","Pontoporia","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Pontoporia blainvillei (Gervais & d'Orbigny, 1844). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254964 on 2024-04-02","urn:lsid:marinespecies.org:taxname:254964",1,1,NA,0,NA,"2009-03-11T12:36:54.227Z",5220001,"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)","EXACT",254964,"available"
242606,"Berardius arnuxii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",231402,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=242606","Duvernoy, 1851",NA,220,242606,"Berardius arnuxii","Duvernoy, 1851",231402,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Berardius","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Berardius arnuxii Duvernoy, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=242606 on 2024-04-02","urn:lsid:marinespecies.org:taxname:242606",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440387,"Berardius arnuxii Duvernoy, 1851","EXACT",242606,"available"
242608,"Berardius bairdii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",231402,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=242608","Stejneger, 1883",NA,220,242608,"Berardius bairdii","Stejneger, 1883",231402,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Berardius","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Berardius bairdii Stejneger, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=242608 on 2024-04-02","urn:lsid:marinespecies.org:taxname:242608",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440388,"Berardius bairdii Stejneger, 1883","EXACT",242608,"available"
1576136,"Berardius minimus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",231402,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1576136","Yamada, Kitamura, Abe, Tajima, Matsuda, Mead & Matsuishi, 2019",NA,220,1576136,"Berardius minimus","Yamada, Kitamura, Abe, Tajima, Matsuda, Mead & Matsuishi, 2019",231402,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Berardius","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Berardius minimus Yamada, Kitamura, Abe, Tajima, Matsuda, Mead & Matsuishi, 2019. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1576136 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1576136",1,0,0,0,NA,"2022-04-11T08:04:31.177Z",10084033,"Berardius minimus Yamada, Kitamura & Matsuishi, 2019","EXACT",1576136,"unavailable"
343899,"Hyperoodon ampullatus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137033,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=343899","(Forster, 1770)",NA,220,343899,"Hyperoodon ampullatus","(Forster, 1770)",137033,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Hyperoodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Hyperoodon ampullatus (Forster, 1770). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=343899 on 2024-04-02","urn:lsid:marinespecies.org:taxname:343899",1,NA,NA,0,NA,"2009-04-01T16:57:11.507Z",5220013,"Hyperoodon ampullatus (Forster, 1770)","EXACT",343899,"unavailable"
343900,"Hyperoodon planifrons",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137033,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=343900","Flower, 1882",NA,220,343900,"Hyperoodon planifrons","Flower, 1882",137033,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Hyperoodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Hyperoodon planifrons Flower, 1882. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=343900 on 2024-04-02","urn:lsid:marinespecies.org:taxname:343900",1,NA,NA,0,NA,"2014-01-10T17:38:16.597Z",5220011,"Hyperoodon planifrons Flower, 1882","EXACT",343900,"available"
231418,"Indopacetus pacificus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",231387,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=231418","(Longman, 1926)",NA,220,231418,"Indopacetus pacificus","(Longman, 1926)",231387,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Indopacetus","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Indopacetus pacificus (Longman, 1926). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231418 on 2024-04-02","urn:lsid:marinespecies.org:taxname:231418",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440391,"Indopacetus pacificus (Longman, 1926)","EXACT",231418,"available"
137121,"Mesoplodon bidens",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137121","(Sowerby, 1804)",NA,220,137121,"Mesoplodon bidens","(Sowerby, 1804)",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon bidens (Sowerby, 1804). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137121 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137121",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440412,"Mesoplodon bidens (Sowerby, 1804)","EXACT",137121,"unavailable"
231430,"Mesoplodon bowdoini",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=231430","Andrews, 1908",NA,220,231430,"Mesoplodon bowdoini","Andrews, 1908",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon bowdoini Andrews, 1908. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231430 on 2024-04-02","urn:lsid:marinespecies.org:taxname:231430",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440422,"Mesoplodon bowdoini Andrews, 1908","EXACT",231430,"unavailable"
254990,"Mesoplodon carlhubbsi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254990","Moore, 1963",NA,220,254990,"Mesoplodon carlhubbsi","Moore, 1963",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon carlhubbsi Moore, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254990 on 2024-04-02","urn:lsid:marinespecies.org:taxname:254990",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440401,"Mesoplodon carlhubbsi Moore, 1963","EXACT",254990,"available"
137122,"Mesoplodon densirostris",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137122","(de Blainville, 1817)",NA,220,137122,"Mesoplodon densirostris","(de Blainville, 1817)",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon densirostris (de Blainville, 1817). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137122 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137122",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440403,"Mesoplodon densirostris (Blainville, 1817)","EXACT",137122,"unavailable"
1567463,"Mesoplodon eueu",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1567463","Carroll, McGowen, McCarthy, Marx, Aguilar, Dalebout, Dreyer, Gaggiotti, Hansen, van Helden, Onoufriou, Baird, Baker, Berrow, Cholewiak, Claridge, Constantine, Davison, Eira, Fordyce, Gatesy, Hofmeyr, Martín, Mead, Mignucci-Giannoni, Morin, Reyes, Rogan, Rosso, Silva, Springer, Steel & Olsen, 2021",NA,220,1567463,"Mesoplodon eueu","Carroll, McGowen, McCarthy, Marx, Aguilar, Dalebout, Dreyer, Gaggiotti, Hansen, van Helden, Onoufriou, Baird, Baker, Berrow, Cholewiak, Claridge, Constantine, Davison, Eira, Fordyce, Gatesy, Hofmeyr, Martín, Mead, Mignucci-Giannoni, Morin, Reyes, Rogan, Rosso, Silva, Springer, Steel & Olsen, 2021",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","WoRMS (2024). Mesoplodon eueu Carroll, McGowen, McCarthy, Marx, Aguilar, Dalebout, Dreyer, Gaggiotti, Hansen, van Helden, Onoufriou, Baird, Baker, Berrow, Cholewiak, Claridge, Constantine, Davison, Eira, Fordyce, Gatesy, Hofmeyr, Martín, Mead, Mignucci-Giannoni, Morin, Reyes, Rogan, Rosso, Silva, Springer, Steel & Olsen, 2021. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1567463 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1567463",1,NA,0,0,0,"2022-03-07T11:16:52.743Z",11370425,"Mesoplodon eueu Carroll, McGowen, McCarthy, Marx, Aguilar, Dalebout, Dreyer, Gaggiotti, Hansen, van Helden, Onoufriou, Baird, Baker, Berrow, Cholewiak, Claridge, Constantine, Davison, Eira, Fordyce, Gatesy, Hofmeyr, Martín, Mead, Mignucci-Giannoni, Morin, Reyes, Rogan & R, 2021","EXACT",1567463,"unavailable"
137123,"Mesoplodon europaeus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137123","(Gervais, 1855)",NA,220,137123,"Mesoplodon europaeus","(Gervais, 1855)",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon europaeus (Gervais, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137123 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137123",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440397,"Mesoplodon europaeus (Gervais, 1855)","EXACT",137123,"unavailable"
231407,"Mesoplodon ginkgodens",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=231407","Nishiwaki & Kamiya, 1958",NA,220,231407,"Mesoplodon ginkgodens","Nishiwaki & Kamiya, 1958",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon ginkgodens Nishiwaki & Kamiya, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231407 on 2024-04-02","urn:lsid:marinespecies.org:taxname:231407",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440410,"Mesoplodon ginkgodens Nishiwaki & Kamiya, 1958","EXACT",231407,"available"
137124,"Mesoplodon grayi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137124","von Haast, 1876",NA,220,137124,"Mesoplodon grayi","von Haast, 1876",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon grayi von Haast, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137124 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137124",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440419,"Mesoplodon grayi von Haast, 1876","EXACT",137124,"available"
137125,"Mesoplodon hectori",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137125","(Gray, 1871)",NA,220,137125,"Mesoplodon hectori","(Gray, 1871)",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon hectori (Gray, 1871). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137125 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137125",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440394,"Mesoplodon hectori (Gray, 1871)","EXACT",137125,"unavailable"
384422,"Mesoplodon hotaula",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=384422","Deraniyagala, 1963",NA,220,384422,"Mesoplodon hotaula","Deraniyagala, 1963",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon hotaula Deraniyagala, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=384422 on 2024-04-02","urn:lsid:marinespecies.org:taxname:384422",1,0,0,0,NA,"2014-02-03T23:03:13.087Z",2440411,"Mesoplodon hotaula Deraniyagala, 1963","EXACT",384422,"unavailable"
231429,"Mesoplodon layardii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=231429","(Gray, 1865)",NA,220,231429,"Mesoplodon layardii","(Gray, 1865)",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon layardii (Gray, 1865). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231429 on 2024-04-02","urn:lsid:marinespecies.org:taxname:231429",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440423,"Mesoplodon layardii (Gray, 1865)","EXACT",231429,"available"
137126,"Mesoplodon mirus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137126","True, 1913",NA,220,137126,"Mesoplodon mirus","True, 1913",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon mirus True, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137126 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137126",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440417,"Mesoplodon mirus True, 1913","EXACT",137126,"unavailable"
254992,"Mesoplodon perrini",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254992","Dalebout, Mead, Baker, Baker & van Helden, 2002",NA,220,254992,"Mesoplodon perrini","Dalebout, Mead, Baker, Baker & van Helden, 2002",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon perrini Dalebout, Mead, Baker, Baker & van Helden, 2002. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254992 on 2024-04-02","urn:lsid:marinespecies.org:taxname:254992",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440418,"Mesoplodon perrini Dalebout, Mead, Baker, Baker & van Helden, 2002","EXACT",254992,"unavailable"
231409,"Mesoplodon peruvianus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=231409","Reyes, Mead & Van Waerebeek, 1991",NA,220,231409,"Mesoplodon peruvianus","Reyes, Mead & Van Waerebeek, 1991",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon peruvianus Reyes, Mead & Van Waerebeek, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231409 on 2024-04-02","urn:lsid:marinespecies.org:taxname:231409",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440406,"Mesoplodon peruvianus Reyes, Mead & Van Waerebeek, 1991","EXACT",231409,"available"
254991,"Mesoplodon stejnegeri",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254991","True, 1885",NA,220,254991,"Mesoplodon stejnegeri","True, 1885",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon stejnegeri True, 1885. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254991 on 2024-04-02","urn:lsid:marinespecies.org:taxname:254991",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440402,"Mesoplodon stejnegeri True, 1885","EXACT",254991,"available"
254993,"Mesoplodon traversii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137034,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=254993","(Gray, 1874)",NA,220,254993,"Mesoplodon traversii","(Gray, 1874)",137034,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Mesoplodon traversii (Gray, 1874). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254993 on 2024-04-02","urn:lsid:marinespecies.org:taxname:254993",1,0,0,0,NA,"2008-08-20T11:25:36.853Z",2440407,"Mesoplodon traversii (Gray, 1874)","EXACT",254993,"unavailable"
231433,"Tasmacetus shepherdi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",231394,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=231433","Oliver, 1937",NA,220,231433,"Tasmacetus shepherdi","Oliver, 1937",231394,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Tasmacetus","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Tasmacetus shepherdi Oliver, 1937. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231433 on 2024-04-02","urn:lsid:marinespecies.org:taxname:231433",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440383,"Tasmacetus shepherdi Oliver, 1937","EXACT",231433,"available"
137127,"Ziphius cavirostris",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",137035,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137127","Cuvier, 1823",NA,220,137127,"Ziphius cavirostris","Cuvier, 1823",137035,"Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Ziphius","Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Ziphius cavirostris Cuvier, 1823. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137127 on 2024-04-02","urn:lsid:marinespecies.org:taxname:137127",1,NA,NA,0,NA,"2008-08-20T11:25:36.853Z",2440369,"Ziphius cavirostris G.Cuvier, 1823","EXACT",137127,"unavailable"
158667,"Alosa aestivalis",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=158667","(Mitchill, 1814)",NA,220,158667,"Alosa aestivalis","(Mitchill, 1814)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa aestivalis (Mitchill, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158667 on 2024-04-02","urn:lsid:marinespecies.org:taxname:158667",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412708,"Alosa aestivalis (Mitchill, 1814)","EXACT",158667,"available"
272248,"Alosa alabamae",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272248","Jordan & Evermann, 1896",NA,220,272248,"Alosa alabamae","Jordan & Evermann, 1896",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa alabamae Jordan & Evermann, 1896. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272248 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272248",1,1,1,0,NA,"2017-08-18T10:28:24.920Z",2412616,"Alosa alabamae Jordan & Evermann, 1896","EXACT",272248,"unavailable"
474902,"Alosa algeriensis",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=474902","Regan, 1916",NA,220,474902,"Alosa algeriensis","Regan, 1916",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa algeriensis Regan, 1916. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=474902 on 2024-04-02","urn:lsid:marinespecies.org:taxname:474902",1,1,1,0,NA,"2010-05-06T09:57:44.313Z",2412667,"Alosa algeriensis Regan, 1916","EXACT",474902,"unavailable"
126413,"Alosa alosa",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126413","(Linnaeus, 1758)",NA,220,126413,"Alosa alosa","(Linnaeus, 1758)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa alosa (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126413 on 2024-04-02","urn:lsid:marinespecies.org:taxname:126413",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412685,"Alosa alosa (Linnaeus, 1758)","EXACT",126413,"available"
272249,"Alosa braschnikowi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272249","(Borodin, 1904)",NA,220,272249,"Alosa braschnikowi","(Borodin, 1904)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa braschnikowi (Borodin, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272249 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272249",0,1,0,0,NA,"2020-12-17T07:28:26.240Z",2412751,"Alosa braschnikowi (Borodin, 1904)","EXACT",272249,"unavailable"
126414,"Alosa caspia",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126414","(Eichwald, 1838)",NA,220,126414,"Alosa caspia","(Eichwald, 1838)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa caspia (Eichwald, 1838). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126414 on 2024-04-02","urn:lsid:marinespecies.org:taxname:126414",1,1,1,0,NA,"2020-09-24T14:08:35.027Z",4284114,"Alosa caspia (Eichwald, 1838)","EXACT",126414,"unavailable"
272250,"Alosa chrysochloris",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272250","(Rafinesque, 1820)",NA,220,272250,"Alosa chrysochloris","(Rafinesque, 1820)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa chrysochloris (Rafinesque, 1820). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272250 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272250",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412681,"Alosa chrysochloris (Rafinesque, 1820)","EXACT",272250,"available"
300333,"Alosa curensis",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=300333","(Suvorov, 1907)",NA,220,300333,"Alosa curensis","(Suvorov, 1907)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa curensis (Suvorov, 1907). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=300333 on 2024-04-02","urn:lsid:marinespecies.org:taxname:300333",0,1,0,0,NA,"2017-10-23T04:16:08.283Z",2412943,"Alosa curensis (Suvorov, 1907)","EXACT",300333,"unavailable"
